combattue : [0.0, 0.0, 0.0, 0.0, 0.0, 0.9030899869919435, 0.0, 0.0]
sur : [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
nécessaire : [0.0, 0.0, 0.0, 0.2041199826559248, 0.2041199826559248, 0.0, 0.0, 0.6123599479677744]
vers : [0.05799194697768673, 0.0, 0.0, 0.05799194697768673, 0.0, 0.05799194697768673, 0.05799194697768673, 0.0]
président : [0.11598389395537347, 0.11598389395537347, 0.0, 0.1739758409330602, 0.0, 0.05799194697768673, 0.05799194697768673, 0.05799194697768673]
voire : [0.0, 0.0, 0.0, 0.0, 0.9030899869919435, 0.0, 0.0, 0.0]
garanti : [0.0, 0.0, 0.0, 0.0, 0.4259687322722811, 0.0, 0.0, 0.0]
mais : [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
compétences : [0.6020599913279624, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6020599913279624]
inactifs : [0.0, 0.0, 0.9030899869919435, 0.0, 0.0, 0.0, 0.0, 0.0]
tâche : [0.4259687322722811, 0.0, 0.0, 0.0, 0.4259687322722811, 0.0, 0.0, 0.8519374645445622]
puissance : [0.0, 0.0, 0.0, 0.0, 1.806179973983887, 0.6020599913279624, 0.0, 0.0]
avez : [0.0, 0.0, 0.0, 0.0, 0.6020599913279624, 0.6020599913279624, 0.0, 0.0]
mettent : [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9030899869919435]
éprouvé : [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9030899869919435]
idées : [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.806179973983887]
laïcité : [0.0, 0.0, 0.0, 0.6020599913279624, 0.6020599913279624, 0.0, 0.0, 0.0]
destinées : [0.0, 0.0, 0.0, 0.9030899869919435, 0.0, 0.0, 0.0, 0.0]
comment : [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9030899869919435]
réaffirmerai : [0.0, 0.0, 0.0, 0.9030899869919435, 0.0, 0.0, 0.0, 0.0]
accidents : [0.0, 0.0, 0.0, 0.0, 0.9030899869919435, 0.0, 0.0, 0.0]
vécu : [0.0, 0.0, 0.0, 0.0, 0.0, 0.9030899869919435, 0.0, 0.0]
fatalité : [0.0, 0.0, 0.0, 0.9030899869919435, 0.0, 0.0, 0.0, 0.0]
décentralisation : [0.0, 0.0, 0.0, 0.9030899869919435, 0.0, 0.0, 0.0, 0.0]
exprimés : [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9030899869919435]
belles : [0.0, 0.0, 0.0, 0.0, 0.9030899869919435, 0.0, 0.0, 0.0]
achever : [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9030899869919435]
richesses : [0.0, 0.9030899869919435, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
jusqu : [0.0, 0.9030899869919435, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
veiller : [0.0, 0.0, 0.0, 0.0, 0.3010299956639812, 0.0, 0.0, 0.0]
conduira : [0.4259687322722811, 0.0, 0.0, 0.8519374645445622, 0.0, 0.0, 0.0, 0.0]
1792 : [0.0, 0.0, 0.0, 0.0, 0.0, 0.9030899869919435, 0.0, 0.0]
réconcilier : [0.0, 0.0, 0.0, 0.0, 0.9030899869919435, 0.0, 0.0, 0.0]
mettre : [0.0, 0.6020599913279624, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
résultat : [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.806179973983887]
ainsi : [0.4259687322722811, 0.0, 0.4259687322722811, 0.0, 0.0, 0.8519374645445622, 0.0, 0.0]
lumières : [0.0, 0.0, 0.0, 0.0, 0.6020599913279624, 0.6020599913279624, 0.0, 0.0]
préfecture : [0.0, 0.0, 0.0, 0.0, 0.0, 0.9030899869919435, 0.0, 0.0]
intolérance : [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9030899869919435]
aujourd : [0.0, 0.2041199826559248, 0.0, 0.0, 0.8164799306236992, 0.2041199826559248, 0.2041199826559248, 0.2041199826559248]
unie : [0.3010299956639812, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3010299956639812]
versailles : [0.0, 0.0, 0.0, 0.0, 0.0, 0.9030899869919435, 0.0, 0.0]
besoin : [0.0, 0.0, 0.0, 0.8164799306236992, 1.6329598612473983, 0.0, 0.2041199826559248, 0.6123599479677744]
placer : [0.9030899869919435, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
agisse : [0.0, 0.0, 0.4259687322722811, 0.0, 0.4259687322722811, 0.0, 0.0, 0.0]
desquels : [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9030899869919435, 0.0]
droits : [0.05799194697768673, 0.23196778791074693, 0.05799194697768673, 0.11598389395537347, 0.05799194697768673, 0.05799194697768673, 0.0, 0.1739758409330602]
nombreux : [0.0, 1.2041199826559248, 0.0, 1.2041199826559248, 0.0, 0.0, 0.0, 0.0]
titres : [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9030899869919435, 0.0]
démocratiques : [0.0, 0.6020599913279624, 0.0, 0.6020599913279624, 0.0, 0.0, 0.0, 0.0]
exemple : [0.0, 0.0, 0.0, 0.0, 0.9030899869919435, 0.0, 0.0, 0.0]
efforcerai : [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9030899869919435]
mesdemoiselles : [0.0, 0.0, 1.2041199826559248, 0.0, 0.0, 0.6020599913279624, 0.0, 0.0]
plusieurs : [0.0, 0.9030899869919435, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
oeuvra : [0.0, 0.0, 0.0, 0.0, 0.9030899869919435, 0.0, 0.0, 0.0]
